,birth_date,job,marital,education,default,housing,loan,contact_date,contact,campaign,pdays,previous,poutcome,y
3845,1950-09-18,management,divorced,university.degree,no,yes,no,2008-11-28,telephone,2,999,0,nonexistent,0
3846,1948-04-30,retired,married,university.degree,unknown,yes,yes,2008-08-11,cellular,3,999,0,nonexistent,0
3847,1976-04-21,services,married,basic.6y,no,no,no,2009-05-26,cellular,6,999,0,nonexistent,0
3848,1970-09-15,management,married,university.degree,no,yes,no,2009-06-10,cellular,1,999,0,nonexistent,0
3849,1957-04-24,admin.,married,university.degree,no,yes,no,2008-07-10,cellular,1,999,0,nonexistent,0
3850,1974-07-02,self-employed,divorced,professional.course,unknown,no,no,2008-07-22,cellular,1,999,0,nonexistent,0
3851,1953-04-29,retired,married,basic.4y,unknown,yes,no,2008-05-20,telephone,1,999,0,nonexistent,0
3852,1950-07-16,retired,divorced,university.degree,no,yes,yes,2009-08-12,cellular,1,999,0,nonexistent,0
3853,1974-09-13,services,married,high.school,unknown,no,no,2008-06-27,telephone,2,999,0,nonexistent,0
3854,1975-04-23,self-employed,single,university.degree,no,yes,no,2009-05-19,cellular,3,999,0,nonexistent,0
3855,1982-08-31,admin.,single,university.degree,no,yes,yes,2009-05-11,cellular,1,999,0,nonexistent,0
3856,1977-12-22,admin.,single,university.degree,no,no,no,2009-04-09,cellular,16,999,0,nonexistent,0
3857,1978-07-05,services,married,high.school,unknown,no,no,2008-05-08,telephone,1,999,0,nonexistent,0
3858,1971-05-30,blue-collar,single,basic.9y,unknown,yes,yes,2008-05-12,telephone,2,999,0,nonexistent,0
3859,1978-05-02,entrepreneur,divorced,university.degree,no,no,no,2008-06-13,telephone,5,999,0,nonexistent,0
3860,1972-08-15,housemaid,divorced,basic.4y,no,no,no,2008-11-18,cellular,1,999,0,nonexistent,0
3861,1959-01-27,blue-collar,single,basic.4y,no,yes,no,2008-05-14,telephone,1,999,0,nonexistent,0
3862,1963-01-31,blue-collar,married,basic.9y,no,yes,no,2008-11-10,cellular,2,999,1,failure,0
3863,1977-07-09,services,married,high.school,no,no,no,2008-05-27,telephone,2,999,0,nonexistent,0
3864,1972-04-02,technician,single,professional.course,no,yes,no,2008-05-15,telephone,1,999,0,nonexistent,0
3865,1969-10-22,blue-collar,married,university.degree,no,no,no,2008-07-24,cellular,1,999,0,nonexistent,0
3866,1974-03-05,services,married,basic.9y,no,no,no,2008-11-11,cellular,1,999,0,nonexistent,0
3867,1977-01-22,services,married,high.school,unknown,yes,no,2009-05-04,cellular,1,999,0,nonexistent,0
3868,1969-08-14,admin.,married,high.school,no,no,no,2008-05-07,telephone,2,999,0,nonexistent,0
3869,1974-05-31,admin.,married,high.school,no,yes,no,2009-05-08,cellular,2,999,0,nonexistent,0
3870,1978-07-18,admin.,single,university.degree,no,no,no,2008-08-08,cellular,5,999,0,nonexistent,0
3871,1964-03-24,management,married,university.degree,no,yes,no,2009-04-17,cellular,1,999,0,nonexistent,0
3872,1971-03-06,blue-collar,married,basic.6y,unknown,no,yes,2008-05-23,telephone,5,999,0,nonexistent,0
3873,1977-02-23,student,single,university.degree,no,no,no,2008-11-27,cellular,2,999,0,nonexistent,0
3874,1959-08-14,retired,single,basic.4y,unknown,no,no,2008-07-11,cellular,1,999,0,nonexistent,0
3875,1975-03-30,admin.,divorced,high.school,unknown,no,no,2008-05-27,telephone,2,999,0,nonexistent,0
3876,1953-02-28,admin.,married,high.school,unknown,no,no,2008-05-27,telephone,3,999,0,nonexistent,0
3877,1974-02-06,admin.,single,university.degree,no,unknown,unknown,2009-04-13,cellular,2,999,1,failure,0
3878,1969-09-28,blue-collar,married,basic.4y,unknown,no,no,2008-06-18,telephone,3,999,0,nonexistent,0
3879,1979-06-10,admin.,single,university.degree,no,no,yes,2008-08-11,cellular,6,999,0,nonexistent,0
3880,1984-02-10,blue-collar,single,basic.9y,no,unknown,unknown,2009-05-18,cellular,2,999,0,nonexistent,0
3881,1958-01-26,entrepreneur,single,basic.9y,no,yes,no,2009-05-27,cellular,3,999,0,nonexistent,1
3882,1958-06-09,blue-collar,married,basic.9y,no,yes,no,2008-05-20,telephone,2,999,0,nonexistent,0
3883,1967-08-25,management,married,university.degree,no,yes,no,2009-05-25,cellular,2,999,0,nonexistent,0
3884,1949-09-11,retired,married,university.degree,unknown,yes,no,2008-08-20,cellular,3,999,0,nonexistent,0
3885,1975-12-01,admin.,single,university.degree,unknown,no,no,2008-08-26,cellular,3,999,0,nonexistent,0
3886,1959-09-21,blue-collar,married,basic.4y,unknown,yes,no,2008-07-08,cellular,12,999,0,nonexistent,0
3887,1964-03-05,services,married,high.school,no,no,no,2009-04-28,cellular,1,999,0,nonexistent,0
3888,1985-02-17,student,single,high.school,unknown,yes,no,2009-05-13,cellular,1,999,1,failure,0
3889,1941-05-26,retired,single,university.degree,no,yes,no,2009-09-25,cellular,1,999,0,nonexistent,0
3890,1970-10-09,admin.,married,high.school,unknown,no,no,2008-07-15,cellular,1,999,0,nonexistent,0
3891,1961-04-10,admin.,married,high.school,unknown,no,no,2008-07-22,cellular,3,999,0,nonexistent,0
3892,1960-03-27,admin.,married,university.degree,unknown,yes,yes,2008-08-01,cellular,1,999,0,nonexistent,0
3893,1980-07-19,admin.,single,university.degree,no,yes,no,2010-07-29,cellular,1,999,0,nonexistent,1
3894,1973-07-15,blue-collar,married,high.school,no,no,no,2008-11-10,cellular,2,999,0,nonexistent,1
3895,1979-06-22,admin.,single,university.degree,no,no,no,2008-08-01,cellular,1,999,0,nonexistent,0
3896,1958-08-27,admin.,married,university.degree,no,yes,no,2010-08-04,cellular,1,999,0,nonexistent,0
3897,1975-08-19,technician,single,university.degree,no,no,no,2009-05-12,cellular,4,999,0,nonexistent,0
3898,1976-03-22,blue-collar,married,basic.9y,unknown,no,yes,2009-05-20,cellular,3,999,0,nonexistent,0
3899,1964-05-28,admin.,married,university.degree,no,yes,no,2008-06-04,telephone,1,999,0,nonexistent,0
3900,1967-09-18,blue-collar,married,professional.course,unknown,no,no,2008-11-25,cellular,1,999,0,nonexistent,0
3901,1960-11-20,blue-collar,married,basic.4y,unknown,no,yes,2008-08-14,cellular,3,999,0,nonexistent,0
3902,1974-06-15,admin.,single,university.degree,no,no,no,2008-08-12,cellular,3,999,0,nonexistent,0
3903,1953-06-28,technician,married,professional.course,no,yes,yes,2009-05-25,cellular,2,999,0,nonexistent,1
3904,1951-07-28,technician,married,basic.4y,no,yes,no,2009-10-07,telephone,1,999,0,nonexistent,0
3905,1978-12-29,blue-collar,single,basic.9y,no,yes,no,2009-05-07,cellular,1,999,0,nonexistent,0
3906,1963-07-25,admin.,married,high.school,no,yes,no,2009-04-23,cellular,1,999,0,nonexistent,1
3907,1974-02-19,management,single,university.degree,no,unknown,unknown,2009-05-18,cellular,1,999,0,nonexistent,0
3908,1962-05-10,blue-collar,married,basic.4y,unknown,yes,no,2008-05-08,telephone,2,999,0,nonexistent,0
3909,1976-08-31,student,single,professional.course,no,yes,no,2010-10-01,telephone,1,999,0,nonexistent,0
3910,1977-06-23,admin.,married,high.school,no,no,no,2008-05-08,telephone,1,999,0,nonexistent,0
3911,1970-09-05,admin.,married,high.school,no,no,no,2009-09-28,cellular,2,999,0,nonexistent,0
3912,1975-12-10,admin.,married,university.degree,no,yes,no,2008-11-13,cellular,1,999,0,nonexistent,0
3913,1974-03-29,technician,married,university.degree,no,no,no,2010-11-22,cellular,1,999,3,failure,0
3914,1977-03-16,housemaid,married,high.school,no,yes,no,2008-07-14,cellular,8,999,0,nonexistent,0
3915,1965-04-19,admin.,married,university.degree,no,yes,no,2008-05-27,telephone,1,999,0,nonexistent,0
3916,1949-08-01,unknown,married,unknown,unknown,no,no,2008-05-27,telephone,1,999,0,nonexistent,0
3917,1977-04-13,admin.,married,university.degree,no,no,no,2008-08-19,cellular,3,999,0,nonexistent,0
3918,1970-01-05,entrepreneur,married,professional.course,no,unknown,unknown,2008-11-06,cellular,3,999,0,nonexistent,0
3919,1974-07-01,blue-collar,married,basic.4y,no,yes,no,2009-04-17,cellular,1,999,0,nonexistent,0
3920,1950-05-27,retired,married,basic.4y,no,yes,no,2008-08-27,cellular,3,999,0,nonexistent,0
3921,1954-02-19,management,divorced,university.degree,no,no,no,2008-11-27,cellular,2,999,1,failure,0
3922,1979-09-10,admin.,single,university.degree,no,yes,no,2008-07-10,telephone,1,999,0,nonexistent,0
3923,1977-04-25,management,single,professional.course,no,no,no,2009-05-19,cellular,2,999,0,nonexistent,1
3924,1962-04-16,entrepreneur,married,basic.9y,no,no,no,2008-06-09,telephone,1,999,0,nonexistent,0
3925,1978-01-15,blue-collar,single,university.degree,no,no,no,2008-05-09,telephone,4,999,0,nonexistent,0
3926,1959-01-28,blue-collar,married,basic.4y,unknown,yes,no,2008-05-29,telephone,1,999,0,nonexistent,0
3927,1993-03-06,student,single,basic.4y,no,yes,no,2010-11-16,telephone,1,13,2,success,1
3928,1966-03-29,blue-collar,married,unknown,unknown,unknown,unknown,2008-05-16,telephone,4,999,0,nonexistent,0
3929,1970-07-17,admin.,married,high.school,unknown,yes,no,2008-05-05,telephone,9,999,0,nonexistent,0
3930,1952-02-10,blue-collar,married,basic.9y,unknown,yes,no,2009-05-29,cellular,3,999,0,nonexistent,0
3931,1953-10-08,admin.,married,university.degree,no,yes,yes,2008-11-05,cellular,1,999,0,nonexistent,0
3932,1970-01-05,management,married,high.school,no,no,no,2008-11-04,cellular,2,999,1,failure,0
3933,1968-10-16,technician,married,professional.course,unknown,yes,no,2008-07-03,cellular,10,999,0,nonexistent,0
3934,1969-06-27,admin.,married,university.degree,no,yes,yes,2008-08-11,cellular,2,999,0,nonexistent,0
3935,1976-08-02,admin.,divorced,high.school,no,unknown,unknown,2008-07-24,cellular,4,999,0,nonexistent,0
3936,1959-05-18,blue-collar,divorced,unknown,unknown,no,no,2008-07-02,cellular,1,999,0,nonexistent,0
3937,1974-04-11,services,married,basic.9y,no,yes,no,2009-04-20,telephone,4,999,2,failure,0
3938,1966-06-17,blue-collar,married,basic.9y,no,no,no,2009-05-01,cellular,1,999,0,nonexistent,0
3939,1974-07-05,technician,divorced,professional.course,no,no,no,2009-05-29,cellular,1,999,1,failure,0
3940,1984-02-27,admin.,single,high.school,no,yes,no,2009-04-29,cellular,3,999,1,failure,0
3941,1960-08-02,self-employed,married,basic.9y,unknown,no,no,2008-05-26,telephone,1,999,0,nonexistent,0
3942,1967-09-29,services,single,basic.6y,no,yes,no,2009-05-27,cellular,5,999,0,nonexistent,0
3943,1973-11-08,blue-collar,divorced,basic.9y,no,no,no,2008-07-15,cellular,1,999,0,nonexistent,1
3944,1975-08-15,technician,single,university.degree,no,yes,no,2008-08-05,cellular,1,999,0,nonexistent,0
3945,1969-10-15,blue-collar,married,basic.6y,no,yes,no,2008-07-21,cellular,1,999,0,nonexistent,0
3946,1950-05-14,retired,divorced,university.degree,no,yes,no,2008-05-26,telephone,4,999,0,nonexistent,0
3947,1979-03-16,admin.,married,high.school,no,no,no,2008-05-30,telephone,2,999,0,nonexistent,0
3948,1963-09-08,unemployed,married,university.degree,no,yes,no,2008-08-18,cellular,3,999,0,nonexistent,0
3949,1970-09-10,entrepreneur,single,university.degree,no,yes,no,2009-05-22,cellular,1,999,0,nonexistent,0
3950,1973-05-18,technician,married,high.school,no,yes,yes,2009-05-15,cellular,1,999,0,nonexistent,1
3951,1973-10-01,blue-collar,married,basic.9y,no,yes,yes,2009-05-26,telephone,7,999,0,nonexistent,0
3952,1951-08-26,technician,married,professional.course,no,no,no,2010-06-03,cellular,4,999,1,failure,1
3953,1967-01-12,blue-collar,married,basic.6y,unknown,yes,no,2008-05-20,telephone,2,999,0,nonexistent,0
3954,1975-09-19,admin.,married,university.degree,no,yes,no,2009-08-24,cellular,1,999,0,nonexistent,0
3955,1975-08-21,blue-collar,married,basic.4y,no,yes,yes,2008-05-14,telephone,7,999,0,nonexistent,0
3956,1973-02-24,admin.,single,high.school,no,yes,yes,2009-05-14,cellular,1,999,0,nonexistent,0
3957,1969-04-14,technician,married,professional.course,no,no,no,2008-05-27,telephone,5,999,0,nonexistent,0
3958,1959-02-17,admin.,divorced,university.degree,no,no,no,2008-05-09,telephone,1,999,0,nonexistent,0
3959,1972-03-25,technician,married,professional.course,no,unknown,unknown,2008-05-13,telephone,2,999,0,nonexistent,0
3960,1969-02-22,entrepreneur,married,university.degree,no,yes,no,2008-06-18,telephone,1,999,0,nonexistent,0
3961,1980-02-01,admin.,single,university.degree,no,no,yes,2010-11-24,cellular,2,3,6,success,0
3962,1971-02-11,self-employed,married,basic.9y,no,no,yes,2009-05-20,cellular,2,999,1,failure,0
3963,1950-07-29,retired,married,professional.course,unknown,no,no,2008-06-20,telephone,5,999,0,nonexistent,0
3964,1960-08-31,blue-collar,married,basic.9y,no,yes,no,2008-08-01,telephone,2,999,0,nonexistent,0
3965,1965-03-30,management,married,university.degree,no,yes,no,2009-04-02,cellular,2,999,0,nonexistent,0
3966,1961-03-20,admin.,married,university.degree,no,no,no,2008-11-14,cellular,3,999,0,nonexistent,0
3967,1973-02-06,self-employed,married,university.degree,no,no,no,2009-05-04,cellular,1,999,0,nonexistent,0
3968,1953-05-26,management,married,university.degree,no,yes,no,2009-08-11,cellular,2,999,0,nonexistent,1
3969,1953-09-10,management,single,unknown,no,no,yes,2008-07-21,cellular,2,999,0,nonexistent,0
3970,1961-09-06,services,married,unknown,no,no,no,2008-05-21,telephone,2,999,0,nonexistent,0
3971,1974-09-18,technician,single,university.degree,no,no,no,2008-08-06,cellular,1,999,0,nonexistent,0
3972,1961-09-12,admin.,married,basic.9y,no,no,no,2008-11-20,cellular,1,999,0,nonexistent,0
3973,1979-12-20,technician,single,professional.course,no,no,no,2008-08-14,cellular,3,999,0,nonexistent,0
3974,1961-10-05,unemployed,married,high.school,unknown,no,no,2008-11-26,cellular,1,999,0,nonexistent,0
3975,1968-11-18,management,married,university.degree,no,yes,no,2008-11-14,cellular,1,999,1,failure,0
3976,1977-08-21,technician,single,professional.course,no,unknown,unknown,2008-08-04,cellular,7,999,0,nonexistent,0
3977,1961-06-15,blue-collar,divorced,basic.4y,no,no,yes,2008-05-12,telephone,2,999,0,nonexistent,0
3978,1976-02-29,blue-collar,married,basic.4y,unknown,yes,yes,2009-05-05,cellular,1,999,0,nonexistent,0
3979,1951-03-26,retired,married,unknown,unknown,no,no,2008-05-19,telephone,2,999,0,nonexistent,0
3980,1979-04-28,services,single,high.school,no,yes,no,2008-07-23,cellular,3,999,0,nonexistent,0
3981,1962-05-18,services,married,high.school,no,no,no,2008-07-16,telephone,3,999,0,nonexistent,0
3982,1964-09-30,blue-collar,single,professional.course,unknown,no,no,2008-05-26,telephone,2,999,0,nonexistent,0
3983,1961-10-28,admin.,divorced,university.degree,no,no,no,2008-08-14,cellular,7,999,0,nonexistent,0
3984,1978-03-19,entrepreneur,divorced,basic.4y,no,no,no,2008-11-25,cellular,2,999,0,nonexistent,0
3985,1974-09-16,blue-collar,divorced,professional.course,no,no,no,2008-06-27,telephone,23,999,0,nonexistent,0
3986,1972-03-14,blue-collar,single,basic.6y,no,yes,no,2009-05-15,cellular,2,999,0,nonexistent,0
3987,1976-12-16,admin.,married,university.degree,no,yes,no,2009-04-15,cellular,1,999,0,nonexistent,0
3988,1978-12-15,blue-collar,single,high.school,no,no,no,2008-11-27,cellular,1,999,0,nonexistent,0
3989,1964-08-25,blue-collar,married,basic.4y,no,unknown,unknown,2009-05-14,cellular,3,999,0,nonexistent,0
3990,1970-06-23,technician,single,high.school,unknown,yes,yes,2008-08-04,cellular,3,999,0,nonexistent,0
3991,1963-11-11,admin.,married,university.degree,no,no,no,2008-08-14,telephone,3,999,0,nonexistent,0
3992,1971-04-24,admin.,divorced,high.school,no,no,no,2009-05-11,cellular,1,999,0,nonexistent,0
3993,1962-07-09,management,married,university.degree,no,no,no,2008-07-21,cellular,2,999,0,nonexistent,1
3994,1974-06-30,technician,married,professional.course,no,yes,yes,2008-06-02,telephone,1,999,0,nonexistent,0
3995,1978-11-16,admin.,divorced,high.school,no,no,no,2008-11-26,cellular,2,999,0,nonexistent,0
3996,1959-02-26,admin.,married,basic.9y,no,yes,no,2009-05-28,telephone,4,999,0,nonexistent,0
3997,1981-05-12,blue-collar,married,basic.9y,no,yes,no,2009-05-22,cellular,5,999,0,nonexistent,0
3998,1967-03-10,admin.,married,professional.course,unknown,yes,no,2008-05-09,telephone,1,999,0,nonexistent,0
3999,1984-12-24,admin.,single,university.degree,no,yes,no,2009-08-27,telephone,1,999,0,nonexistent,0
4000,1955-11-10,technician,married,unknown,no,no,no,2008-11-28,cellular,1,999,0,nonexistent,0
4001,1960-09-07,technician,married,university.degree,no,yes,no,2008-11-25,cellular,1,999,0,nonexistent,0
4002,1984-05-17,technician,single,professional.course,no,yes,no,2008-05-05,telephone,1,999,0,nonexistent,0
4003,1973-10-04,management,divorced,university.degree,no,no,no,2008-08-11,cellular,7,999,0,nonexistent,0
4004,1950-08-21,technician,married,professional.course,no,yes,no,2009-05-08,cellular,1,999,0,nonexistent,0
4005,1976-04-14,technician,married,professional.course,no,no,no,2008-05-28,telephone,1,999,0,nonexistent,0
4006,1975-06-16,services,married,professional.course,no,yes,no,2008-07-02,cellular,3,999,0,nonexistent,0
4007,1967-03-04,technician,married,basic.9y,no,no,no,2008-05-07,telephone,2,999,0,nonexistent,0
4008,1966-08-15,admin.,single,university.degree,no,no,no,2008-08-22,cellular,2,999,0,nonexistent,0
4009,1978-03-14,self-employed,married,university.degree,no,yes,no,2008-07-17,cellular,2,999,0,nonexistent,0
4010,1974-07-11,admin.,single,high.school,no,no,no,2008-05-08,telephone,1,999,0,nonexistent,0
4011,1963-01-28,self-employed,married,basic.4y,no,yes,yes,2008-11-25,cellular,1,999,1,failure,0
4012,1976-04-18,admin.,married,university.degree,no,yes,yes,2009-05-14,cellular,1,999,0,nonexistent,0
4013,1969-12-31,unemployed,married,high.school,no,yes,yes,2010-09-22,cellular,1,6,1,success,1
4014,1950-06-17,self-employed,married,professional.course,no,unknown,unknown,2009-04-13,cellular,3,999,0,nonexistent,0
4015,1953-09-02,retired,married,high.school,no,no,no,2008-11-07,cellular,1,999,0,nonexistent,0
4016,1964-02-11,blue-collar,married,basic.6y,no,yes,no,2008-06-06,telephone,2,999,0,nonexistent,0
4017,1952-07-12,blue-collar,married,basic.4y,no,yes,no,2009-05-05,cellular,1,999,0,nonexistent,0
4018,1983-05-19,services,single,university.degree,no,yes,no,2009-05-07,cellular,1,999,1,failure,0
4019,1962-09-07,housemaid,married,basic.4y,no,yes,no,2008-05-20,telephone,2,999,0,nonexistent,0
4020,1971-10-04,blue-collar,divorced,basic.6y,no,no,no,2008-11-18,cellular,1,999,0,nonexistent,0
4021,1967-05-20,admin.,married,professional.course,no,yes,no,2009-05-11,cellular,3,9,2,failure,1
4022,1974-11-25,technician,married,basic.9y,no,no,no,2008-11-04,cellular,1,999,0,nonexistent,0
4023,1925-05-01,retired,single,professional.course,no,no,no,2010-03-19,cellular,7,7,2,success,0
4024,1973-04-11,admin.,single,university.degree,no,no,yes,2008-08-12,cellular,1,999,0,nonexistent,0
4025,1975-06-03,blue-collar,married,basic.9y,no,no,no,2009-04-09,cellular,1,999,1,failure,0
4026,1978-08-15,blue-collar,married,basic.6y,no,no,yes,2008-07-09,cellular,2,999,0,nonexistent,1
4027,1970-05-09,services,married,high.school,no,no,no,2009-05-06,cellular,5,999,0,nonexistent,0
4028,1973-04-17,management,single,university.degree,no,no,no,2010-04-05,cellular,1,999,1,failure,0
4029,1980-05-22,services,married,professional.course,no,no,no,2009-05-28,cellular,1,999,0,nonexistent,0
4030,1954-05-28,admin.,married,basic.4y,no,no,no,2009-04-03,cellular,1,999,0,nonexistent,0
4031,1968-07-22,management,married,university.degree,no,yes,no,2009-05-22,cellular,2,999,0,nonexistent,0
4032,1984-04-07,admin.,single,high.school,no,no,no,2009-05-29,telephone,8,999,0,nonexistent,0
4033,1983-04-18,student,single,basic.9y,no,no,no,2009-03-16,cellular,4,999,0,nonexistent,0
4034,1950-07-19,retired,married,basic.4y,no,yes,no,2008-07-29,cellular,1,999,0,nonexistent,0
4035,1972-07-19,blue-collar,single,university.degree,unknown,no,no,2009-05-28,cellular,2,999,1,failure,0
4036,1973-12-02,technician,married,university.degree,no,no,no,2008-11-18,cellular,2,999,1,failure,0
4037,1970-06-29,entrepreneur,married,basic.9y,unknown,yes,yes,2009-05-14,cellular,2,999,0,nonexistent,0
4038,1980-06-30,technician,single,professional.course,no,no,no,2008-07-16,cellular,2,999,0,nonexistent,0
4039,1972-04-25,entrepreneur,married,basic.6y,no,yes,no,2009-06-29,cellular,1,999,0,nonexistent,1
4040,1976-02-03,management,married,university.degree,no,yes,no,2008-11-05,cellular,2,999,0,nonexistent,0
4041,1952-08-17,technician,married,university.degree,unknown,no,no,2008-07-21,cellular,19,999,0,nonexistent,0
4042,1977-01-11,admin.,married,university.degree,no,no,no,2010-03-19,cellular,2,999,3,failure,0
4043,1977-08-31,unemployed,single,professional.course,no,no,no,2008-05-13,telephone,2,999,0,nonexistent,0
4044,1963-05-26,services,married,basic.9y,no,no,no,2008-08-04,cellular,1,999,0,nonexistent,1
4045,1971-08-12,admin.,married,high.school,unknown,no,no,2008-05-26,telephone,1,999,0,nonexistent,0
4046,1974-01-20,blue-collar,married,basic.6y,no,no,no,2008-05-19,telephone,2,999,0,nonexistent,0
4047,1977-08-14,admin.,married,university.degree,no,no,no,2010-05-10,cellular,2,15,3,failure,0
4048,1973-07-03,blue-collar,married,basic.9y,no,yes,no,2008-06-30,telephone,2,999,0,nonexistent,0
4049,1979-02-06,self-employed,single,university.degree,no,yes,no,2008-11-27,cellular,3,999,1,failure,0
4050,1969-03-13,technician,single,university.degree,no,no,no,2008-11-14,cellular,4,999,1,failure,0
4051,1967-05-18,self-employed,married,university.degree,no,yes,no,2008-08-01,cellular,3,999,0,nonexistent,0
4052,1977-07-10,admin.,single,university.degree,no,yes,yes,2008-06-06,telephone,1,999,0,nonexistent,0
4053,1976-08-18,management,single,university.degree,no,yes,no,2008-11-17,cellular,1,999,0,nonexistent,0
4054,1949-10-15,housemaid,divorced,unknown,unknown,no,no,2008-07-14,cellular,3,999,0,nonexistent,0
4055,1972-02-22,blue-collar,single,basic.6y,unknown,yes,no,2008-05-08,telephone,1,999,0,nonexistent,0
4056,1957-07-09,management,married,university.degree,no,no,no,2008-08-29,cellular,1,999,0,nonexistent,0
4057,1965-02-14,management,married,basic.6y,unknown,no,no,2008-05-28,telephone,2,999,0,nonexistent,0
4058,1958-07-22,entrepreneur,married,basic.9y,no,yes,yes,2008-05-07,telephone,1,999,0,nonexistent,0
4059,1979-01-17,services,married,high.school,no,yes,yes,2008-11-13,cellular,2,999,1,failure,0
4060,1968-02-12,services,single,high.school,unknown,yes,no,2008-05-22,telephone,7,999,0,nonexistent,0
4061,1976-08-01,blue-collar,married,basic.9y,no,yes,no,2009-05-15,cellular,2,999,0,nonexistent,0
4062,1958-01-13,technician,married,professional.course,unknown,yes,yes,2008-05-21,telephone,1,999,0,nonexistent,0
4063,1979-10-04,admin.,married,university.degree,no,no,no,2008-08-01,cellular,1,999,0,nonexistent,0
4064,1973-10-13,admin.,married,university.degree,no,yes,no,2008-08-06,cellular,6,999,0,nonexistent,0
4065,1964-08-22,management,married,university.degree,no,yes,no,2008-08-12,cellular,4,999,0,nonexistent,0
4066,1961-06-19,entrepreneur,married,high.school,no,yes,yes,2008-08-05,cellular,5,999,0,nonexistent,0
4067,1968-08-29,technician,married,professional.course,no,unknown,unknown,2009-06-09,cellular,1,4,3,success,1
4068,1968-10-28,blue-collar,married,basic.6y,no,yes,no,2008-07-14,cellular,2,999,0,nonexistent,0
4069,1967-07-09,management,married,unknown,no,yes,no,2008-06-20,telephone,1,999,0,nonexistent,0
4070,1973-06-21,technician,married,high.school,no,no,no,2008-08-26,cellular,3,999,0,nonexistent,0
4071,1974-05-22,admin.,married,high.school,no,yes,yes,2008-07-02,cellular,1,999,0,nonexistent,0
4072,1963-09-26,unknown,single,basic.4y,no,yes,no,2008-05-23,telephone,5,999,0,nonexistent,0
4073,1956-04-27,blue-collar,married,basic.4y,no,yes,no,2008-06-05,telephone,2,999,0,nonexistent,0
4074,1970-08-28,technician,married,professional.course,unknown,yes,no,2008-05-26,telephone,1,999,0,nonexistent,0
4075,1976-08-21,admin.,married,university.degree,no,yes,no,2009-06-30,cellular,1,999,0,nonexistent,0
4076,1964-08-25,blue-collar,married,basic.9y,unknown,yes,no,2008-07-07,cellular,1,999,0,nonexistent,1
4077,1980-08-05,services,single,high.school,no,yes,no,2008-05-27,telephone,1,999,0,nonexistent,0
4078,1962-12-04,admin.,married,high.school,no,yes,no,2010-04-09,cellular,1,999,1,failure,1
4079,1983-10-24,blue-collar,single,basic.9y,no,no,no,2008-07-31,cellular,1,999,0,nonexistent,0
4080,1967-11-06,services,divorced,high.school,no,yes,no,2008-11-12,cellular,1,999,0,nonexistent,0
4081,1981-04-07,blue-collar,single,basic.9y,unknown,no,no,2008-07-30,cellular,8,999,0,nonexistent,0
4082,1980-06-13,services,divorced,high.school,no,no,no,2009-05-05,cellular,1,999,0,nonexistent,0
4083,1959-07-14,blue-collar,single,basic.4y,unknown,no,no,2008-07-30,cellular,1,999,0,nonexistent,0
4084,1973-12-28,blue-collar,married,high.school,unknown,no,no,2009-04-13,cellular,1,999,0,nonexistent,0
4085,1975-09-15,self-employed,married,university.degree,no,no,no,2009-08-06,cellular,2,999,0,nonexistent,0
4086,1981-04-05,admin.,single,high.school,unknown,no,no,2008-07-14,cellular,6,999,0,nonexistent,0
4087,1964-03-26,blue-collar,married,basic.9y,no,yes,no,2008-05-12,telephone,1,999,0,nonexistent,0
4088,1969-09-12,services,married,basic.9y,no,yes,no,2008-07-14,telephone,2,999,0,nonexistent,0
4089,1958-09-07,blue-collar,divorced,high.school,no,yes,yes,2008-07-07,cellular,2,999,0,nonexistent,1
4090,1959-04-07,admin.,divorced,university.degree,no,unknown,unknown,2008-06-03,telephone,3,999,0,nonexistent,0
4091,1958-04-16,blue-collar,married,basic.4y,unknown,yes,yes,2008-06-13,telephone,3,999,0,nonexistent,0
4092,1953-01-19,entrepreneur,married,university.degree,no,yes,no,2009-04-09,telephone,1,999,0,nonexistent,0
4093,1979-01-17,technician,married,professional.course,no,yes,no,2010-10-06,cellular,2,999,0,nonexistent,1
4094,1965-03-14,blue-collar,married,basic.4y,no,yes,no,2008-05-27,telephone,3,999,0,nonexistent,0
4095,1959-10-16,admin.,single,unknown,unknown,no,no,2008-11-04,cellular,2,999,0,nonexistent,0
4096,1985-08-24,blue-collar,married,basic.9y,no,unknown,unknown,2009-05-01,telephone,6,999,0,nonexistent,0
4097,1962-07-25,services,married,high.school,no,no,yes,2009-05-01,cellular,2,999,2,failure,0
4098,1967-10-13,admin.,married,basic.9y,unknown,no,no,2008-07-04,cellular,3,999,0,nonexistent,0
4099,1968-04-11,blue-collar,married,professional.course,unknown,no,no,2009-04-24,cellular,1,999,0,nonexistent,0
4100,1958-03-06,blue-collar,married,basic.4y,unknown,no,no,2008-05-08,telephone,16,999,0,nonexistent,0
4101,1969-08-29,admin.,single,unknown,no,no,no,2008-05-27,telephone,1,999,0,nonexistent,0
4102,1963-05-22,self-employed,married,basic.4y,no,no,no,2008-08-07,cellular,2,999,0,nonexistent,0
4103,1969-08-06,technician,single,high.school,no,no,no,2008-08-11,cellular,3,999,0,nonexistent,0
4104,1950-07-26,management,married,university.degree,no,yes,yes,2010-07-01,cellular,1,4,2,success,1
4105,1980-03-30,admin.,single,university.degree,no,no,no,2009-04-08,cellular,1,999,1,failure,0
4106,1978-03-14,technician,single,professional.course,no,yes,no,2008-07-09,cellular,1,999,0,nonexistent,0
